,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind speed | (m/s)","Wind direction | (deg)"
"Jan 17, 06:00 pm",8.516,45891.6,0.967527,10.264,322
"Jan 17, 07:00 pm",7.856,27007.3,0.968911,8.378,323
"Jan 17, 08:00 pm",7.67,17161,0.970303,7.191,309
"Jan 17, 09:00 pm",7.588,13151.1,0.97134,6.688,308
"Jan 17, 10:00 pm",7.455,14604.2,0.972708,6.865,313
"Jan 17, 11:00 pm",7.294,17881.8,0.973927,7.262,317
"Jan 18, 12:00 am",7.45,24997.7,0.974997,8.115,314
"Jan 18, 01:00 am",6.355,31861.7,0.975892,8.801,313
"Jan 18, 02:00 am",5.841,28931.4,0.976659,8.575,326
"Jan 18, 03:00 am",5.879,21235.6,0.977214,7.745,329
"Jan 18, 04:00 am",5.888,16299.1,0.977596,7.145,332
"Jan 18, 05:00 am",5.69,3920.21,0.978187,4.908,341
"Jan 18, 06:00 am",5.233,1945.85,0.978852,4.225,347
"Jan 18, 07:00 am",4.806,0,0.979334,3.262,326
"Jan 18, 08:00 am",4.071,0,0.979875,2.287,327
"Jan 18, 09:00 am",2.73,0,0.980433,2.424,334
"Jan 18, 10:00 am",1.816,0,0.981056,2.071,347
"Jan 18, 11:00 am",1.012,0,0.981471,1.52,347
"Jan 18, 12:00 pm",-0.462,0,0.981857,1,319
"Jan 18, 01:00 pm",-0.743,0,0.982285,1.084,258
"Jan 18, 02:00 pm",0.31,0,0.982508,1.175,237
"Jan 18, 03:00 pm",0.77,0,0.982547,0.731,208
"Jan 18, 04:00 pm",1.392,0,0.982288,0.647,189
"Jan 18, 05:00 pm",2.38,0,0.982152,0.493,212
"Jan 18, 06:00 pm",5.03,0,0.981954,0.641,210
"Jan 18, 07:00 pm",7.698,0,0.981705,0.933,221
"Jan 18, 08:00 pm",9.119,0,0.981462,1.218,227
"Jan 18, 09:00 pm",9.18,0,0.98122,1.264,222
"Jan 18, 10:00 pm",6.354,0,0.981173,1.642,216
"Jan 18, 11:00 pm",4.918,0,0.981109,2.256,201
"Jan 19, 12:00 am",4.314,0,0.981266,3.607,208
"Jan 19, 01:00 am",3.483,3589.25,0.981494,4.775,223
"Jan 19, 02:00 am",3.157,7205.06,0.981458,5.593,231
"Jan 19, 03:00 am",2.79,2401.6,0.98129,4.383,228
"Jan 19, 04:00 am",2.424,1537.14,0.980876,4.061,235
"Jan 19, 05:00 am",2.511,1325.8,0.980792,3.961,240
"Jan 19, 06:00 am",2.306,0,0.980912,2.853,248
"Jan 19, 07:00 am",1.738,0,0.981036,2.489,267
"Jan 19, 08:00 am",2.195,0,0.981042,3.044,258
"Jan 19, 09:00 am",2.49,0,0.98098,2.414,235
"Jan 19, 10:00 am",2.696,0,0.981065,2.761,217
"Jan 19, 11:00 am",2.851,0,0.981237,3.557,223
"Jan 19, 12:00 pm",2.947,0,0.981412,2.926,220
"Jan 19, 01:00 pm",3.366,0,0.981418,3.596,220
"Jan 19, 02:00 pm",4.086,0,0.981411,3.601,215
"Jan 19, 03:00 pm",5.069,1748.04,0.981203,4.159,196
"Jan 19, 04:00 pm",5.953,1482.27,0.980629,4.062,201
"Jan 19, 05:00 pm",7.008,0,0.980193,3.132,184
"Jan 19, 06:00 pm",8.493,0,0.979833,2.487,194
"Jan 19, 07:00 pm",10.394,0,0.97937,2.229,192
"Jan 19, 08:00 pm",12.168,0,0.978937,2.709,192
"Jan 19, 09:00 pm",12.163,975.628,0.978626,3.807,195
"Jan 19, 10:00 pm",9.564,6569.27,0.978623,5.515,194
"Jan 19, 11:00 pm",9.261,14910.9,0.978699,6.972,201
"Jan 20, 12:00 am",8.915,12376.5,0.978666,6.606,199
"Jan 20, 01:00 am",8.051,8635.14,0.978775,5.915,198
"Jan 20, 02:00 am",8.223,5172.94,0.978657,5.204,194
"Jan 20, 03:00 am",6.764,9474.7,0.978461,6.032,195
"Jan 20, 04:00 am",6.768,12575,0.978166,6.604,197
"Jan 20, 05:00 am",6.672,5990.23,0.97801,5.389,191
"Jan 20, 06:00 am",7.175,8164.33,0.977925,5.776,190
"Jan 20, 07:00 am",7.443,8632.94,0.977933,5.875,188
"Jan 20, 08:00 am",6.725,0,0.977746,3.604,171
"Jan 20, 09:00 am",5.624,4565.58,0.977541,5.044,193
"Jan 20, 10:00 am",6.855,11699.2,0.977458,6.429,189
"Jan 20, 11:00 am",7.2,10593.4,0.977212,6.189,183
"Jan 20, 12:00 pm",6.725,8052.5,0.977081,5.757,178
"Jan 20, 01:00 pm",6.697,0,0.977348,3.015,204
"Jan 20, 02:00 pm",7.091,0,0.977696,2.544,225
"Jan 20, 03:00 pm",7.555,0,0.977798,1.863,92
"Jan 20, 04:00 pm",8.274,0,0.976948,2.885,130
"Jan 20, 05:00 pm",8.535,4616.04,0.976483,5.074,141
"Jan 20, 06:00 pm",9.872,6564.8,0.975657,5.587,153
"Jan 20, 07:00 pm",12.421,0,0.975519,3.591,152
"Jan 20, 08:00 pm",13.358,0,0.975221,3.189,154
"Jan 20, 09:00 pm",13.439,620.188,0.974855,3.636,113
"Jan 20, 10:00 pm",11.525,11446,0.974358,6.438,119
"Jan 20, 11:00 pm",10.709,10448.4,0.974599,6.192,134
"Jan 21, 12:00 am",10.98,11740.8,0.974653,6.49,108
"Jan 21, 01:00 am",11.014,28744.9,0.973983,8.574,122
"Jan 21, 02:00 am",11.033,22892.2,0.973951,7.996,99
"Jan 21, 03:00 am",10.671,35144.8,0.973455,9.209,109
"Jan 21, 04:00 am",10.281,39710.4,0.972785,9.692,117
"Jan 21, 05:00 am",10.415,41181.7,0.972081,9.829,117
"Jan 21, 06:00 am",10.834,49358.1,0.971409,10.622,127
"Jan 21, 07:00 am",11.079,43673.8,0.970991,10.042,132
"Jan 21, 08:00 am",10.389,11918.7,0.971665,6.597,153
"Jan 21, 09:00 am",11.386,33865.4,0.971003,9.115,145
"Jan 21, 10:00 am",11.657,33579.5,0.970224,9.045,129
"Jan 21, 11:00 am",11.569,39832.9,0.969597,9.732,129
"Jan 21, 12:00 pm",11.926,54682.6,0.968564,11.395,125
"Jan 21, 01:00 pm",11.901,55114.3,0.967874,11.532,116
"Jan 21, 02:00 pm",11.722,44629.2,0.967714,10.165,129
"Jan 21, 03:00 pm",13.128,18685.1,0.967206,7.52,151
"Jan 21, 04:00 pm",15.505,33574.2,0.966799,9.137,163
"Jan 21, 05:00 pm",15.975,33686.3,0.966548,9.114,169
"Jan 21, 06:00 pm",16.221,29605.3,0.966252,8.709,173
"Jan 21, 07:00 pm",16.469,26549.1,0.965912,8.398,176
"Jan 21, 08:00 pm",17.439,23097.3,0.965691,8.024,181
"Jan 21, 09:00 pm",16.95,22016.9,0.965624,7.889,175
"Jan 21, 10:00 pm",15.556,35093.4,0.966054,9.301,172
"Jan 21, 11:00 pm",14.162,37420.5,0.966541,9.535,192
"Jan 22, 12:00 am",14.351,36545.7,0.96714,9.552,202
"Jan 22, 01:00 am",13.862,35465.4,0.967729,9.337,233
"Jan 22, 02:00 am",10.956,45115.5,0.968265,10.202,248
"Jan 22, 03:00 am",9.554,50090,0.96867,10.682,250
"Jan 22, 04:00 am",9.031,42348.1,0.96908,10.054,264
"Jan 22, 05:00 am",9.743,13141.6,0.969593,6.805,267
"Jan 22, 06:00 am",8.15,10924.3,0.96993,6.323,259
"Jan 22, 07:00 am",8.234,8523.38,0.970487,5.907,258
"Jan 22, 08:00 am",8.831,10592.9,0.971003,6.254,259
"Jan 22, 09:00 am",9.005,9751.85,0.97151,6.132,260
"Jan 22, 10:00 am",8.833,7707.71,0.972098,5.8,266
"Jan 22, 11:00 am",8.743,5057.92,0.972679,5.245,263
"Jan 22, 12:00 pm",8.471,3575.67,0.973377,4.881,270
"Jan 22, 01:00 pm",8.244,5215.92,0.973903,5.226,286
"Jan 22, 02:00 pm",8.257,2876.88,0.974494,4.579,291
"Jan 22, 03:00 pm",8.696,0,0.97488,3.224,301
"Jan 22, 04:00 pm",9.279,0,0.974956,2.658,303
"Jan 22, 05:00 pm",9.906,0,0.975175,2.68,296
"Jan 22, 06:00 pm",10.003,0,0.975257,2.299,318
"Jan 22, 07:00 pm",10.333,0,0.975433,1.349,311
"Jan 22, 08:00 pm",10.617,0,0.975623,1.149,274
"Jan 22, 09:00 pm",10.311,0,0.97574,1.438,266
"Jan 22, 10:00 pm",9.665,0,0.976169,1.948,244
"Jan 22, 11:00 pm",9.291,0,0.976518,1.811,229
"Jan 23, 12:00 am",9.28,0,0.976988,2.107,149
"Jan 23, 01:00 am",9.36,0,0.977371,1.192,74
"Jan 23, 02:00 am",9.084,0,0.97765,1.987,126
"Jan 23, 03:00 am",8.967,0,0.977744,3.382,136
"Jan 23, 04:00 am",8.924,6524.26,0.977531,5.53,145
"Jan 23, 05:00 am",8.808,4561.2,0.977496,5.079,145
"Jan 23, 06:00 am",8.436,9610.45,0.97764,6.059,141
"Jan 23, 07:00 am",8.832,15433.1,0.977935,6.995,144
"Jan 23, 08:00 am",8.958,15975.1,0.977829,7.063,144
"Jan 23, 09:00 am",8.889,28908.8,0.977727,8.546,137
"Jan 23, 10:00 am",7.835,47802.6,0.977655,10.383,136
"Jan 23, 11:00 am",7.849,48004.1,0.977543,10.408,132
"Jan 23, 12:00 pm",7.818,51909.3,0.97758,10.799,131
"Jan 23, 01:00 pm",7.845,43107.1,0.977801,9.927,135
"Jan 23, 02:00 pm",7.836,35836.7,0.978046,9.223,135
"Jan 23, 03:00 pm",8.061,45910.1,0.977867,10.182,133
"Jan 23, 04:00 pm",8.419,53991.3,0.977256,11.079,132
"Jan 23, 05:00 pm",8.578,49736.5,0.977071,10.583,130
"Jan 23, 06:00 pm",8.641,51733.5,0.976797,10.801,131
"Jan 23, 07:00 pm",8.803,46795.3,0.976244,10.316,129
"Jan 23, 08:00 pm",8.424,56931.3,0.975756,11.812,128
"Jan 23, 09:00 pm",7.673,57637.2,0.975202,12.281,129
"Jan 23, 10:00 pm",7.18,57715.3,0.974809,12.257,130
"Jan 23, 11:00 pm",6.934,57731.9,0.974233,13.208,130
"Jan 24, 12:00 am",6.723,57747.5,0.973763,13.739,129
"Jan 24, 01:00 am",6.449,57760.4,0.973027,14.815,132
"Jan 24, 02:00 am",6.583,57696.1,0.97241,15.517,134
"Jan 24, 03:00 am",7.126,57540.9,0.971676,15.049,133
"Jan 24, 04:00 am",7.85,57324.1,0.970516,15.001,136
"Jan 24, 05:00 am",8.431,57158.4,0.96971,15.075,138
"Jan 24, 06:00 am",8.913,57007.5,0.968807,14.252,133
"Jan 24, 07:00 am",9.603,56801.1,0.967661,14.561,137
"Jan 24, 08:00 am",10.026,56649.5,0.966521,12.84,138
"Jan 24, 09:00 am",10.57,56462.2,0.965176,12.539,144
"Jan 24, 10:00 am",11.535,56250.7,0.964832,14.436,153
"Jan 24, 11:00 am",11.997,56138.1,0.964463,12.845,158
"Jan 24, 12:00 pm",11.657,15451.6,0.965741,7.022,219
"Jan 24, 01:00 pm",12.154,22917.6,0.965116,7.956,182
"Jan 24, 02:00 pm",12.434,17973.2,0.964393,7.385,161
"Jan 24, 03:00 pm",12.176,5636.29,0.964189,5.354,193
"Jan 24, 04:00 pm",12.512,19752.1,0.964068,7.572,250
"Jan 24, 05:00 pm",12.512,13561.1,0.963442,6.793,234
"Jan 24, 06:00 pm",13.005,4227.76,0.96279,5.066,204
"Jan 24, 07:00 pm",14.621,3329.85,0.962235,4.764,195
"Jan 24, 08:00 pm",15.986,4823.91,0.961933,5.201,199
"Jan 24, 09:00 pm",15.873,4456.99,0.96148,5.127,202
"Jan 24, 10:00 pm",13.951,26458.9,0.961853,8.39,240
"Jan 24, 11:00 pm",12.049,46031.3,0.962003,10.363,251
"Jan 25, 12:00 am",9.085,35212.6,0.962403,9.245,248
"Jan 25, 01:00 am",7.888,34322.2,0.962723,9.108,251
"Jan 25, 02:00 am",7.315,32030.9,0.962758,8.873,245
"Jan 25, 03:00 am",7.257,41214.1,0.962877,9.828,243
"Jan 25, 04:00 am",6.144,40637.4,0.963036,9.827,260
"Jan 25, 05:00 am",7.82,36570.6,0.963372,9.527,274
"Jan 25, 06:00 am",8.682,19028.6,0.964116,7.498,280
"Jan 25, 07:00 am",8.266,28719.1,0.964598,8.598,283
"Jan 25, 08:00 am",6.602,49344.8,0.965494,10.568,295
"Jan 25, 09:00 am",4.582,33525.3,0.966546,8.968,295
"Jan 25, 10:00 am",4.118,32995.8,0.967485,8.91,292
"Jan 25, 11:00 am",2.442,39154.4,0.96815,9.621,280
"Jan 25, 12:00 pm",1.323,24324.2,0.968638,8.105,263
"Jan 25, 01:00 pm",1.861,20670.6,0.969075,7.577,245
"Jan 25, 02:00 pm",3.647,15751.4,0.969536,6.996,240
"Jan 25, 03:00 pm",5.008,38882.6,0.969566,9.556,247
"Jan 25, 04:00 pm",5.734,50052.6,0.969273,10.617,254
"Jan 25, 05:00 pm",6.201,55050.7,0.969258,11.264,255
"Jan 25, 06:00 pm",6.62,56724.9,0.969347,11.74,255
"Jan 25, 07:00 pm",7.019,57385.6,0.969374,12.14,250
"Jan 25, 08:00 pm",6.865,57476.3,0.969682,13.351,252
"Jan 25, 09:00 pm",5.968,57714.8,0.970586,13.4,263
"Jan 25, 10:00 pm",4.754,55198.2,0.971814,11.391,272
"Jan 25, 11:00 pm",3.747,58078.2,0.973099,12.186,271
"Jan 26, 12:00 am",2.966,57825.7,0.973922,11.925,275
"Jan 26, 01:00 am",1.389,40282,0.974567,9.778,271
"Jan 26, 02:00 am",0.024,31794.4,0.975009,8.87,266
"Jan 26, 03:00 am",-0.319,22475.3,0.975509,7.884,266
"Jan 26, 04:00 am",-0.526,32726,0.975716,8.961,270
"Jan 26, 05:00 am",0.192,46747,0.976272,10.316,273
"Jan 26, 06:00 am",0.056,40190.1,0.976779,9.735,267
"Jan 26, 07:00 am",-0.16,38400.6,0.977129,9.56,269
"Jan 26, 08:00 am",-0.563,29362.2,0.977548,8.61,264
"Jan 26, 09:00 am",-0.822,36568.2,0.977946,9.326,267
"Jan 26, 10:00 am",-1.181,24634.2,0.9786,8.124,270
"Jan 26, 11:00 am",-1.419,27727,0.97914,8.442,272
"Jan 26, 12:00 pm",-1.606,21704.3,0.979796,7.738,263
"Jan 26, 01:00 pm",-0.765,24850.1,0.980479,8.145,269
"Jan 26, 02:00 pm",0.497,19106,0.981025,7.461,273
"Jan 26, 03:00 pm",1.35,37563.1,0.981452,9.458,275
"Jan 26, 04:00 pm",1.955,42575.8,0.981714,9.92,277
"Jan 26, 05:00 pm",2.662,35956.5,0.981959,9.236,278
"Jan 26, 06:00 pm",3.172,35237.1,0.982439,9.177,277
"Jan 26, 07:00 pm",3.357,32597.4,0.983003,8.944,276
"Jan 26, 08:00 pm",3.354,38580,0.983521,9.588,275
"Jan 26, 09:00 pm",2.96,35244,0.984122,9.169,277
"Jan 26, 10:00 pm",0.94,16063.8,0.984656,6.98,289
"Jan 26, 11:00 pm",-1.131,24142.9,0.985403,7.924,305
"Jan 27, 12:00 am",-1.368,36410,0.986141,9.105,313
"Jan 27, 01:00 am",-1.361,46214.5,0.986661,10.045,322
"Jan 27, 02:00 am",-1.673,43403.5,0.98702,9.909,330
"Jan 27, 03:00 am",-2.149,31735,0.987166,8.76,338
"Jan 27, 04:00 am",-2.783,22899.8,0.987195,7.763,346
"Jan 27, 05:00 am",-3.133,12609.9,0.987343,6.494,353
"Jan 27, 06:00 am",-3.029,17437.2,0.987735,7.098,4
"Jan 27, 07:00 am",-3.173,10131.2,0.98806,6.046,10
"Jan 27, 08:00 am",-3.423,2269.33,0.988478,4.325,18
"Jan 27, 09:00 am",-3.46,1179.55,0.988788,3.866,11
"Jan 27, 10:00 am",-2.807,0,0.989314,2.72,6
"Jan 27, 11:00 am",-2.522,0,0.989736,2.032,13
"Jan 27, 12:00 pm",-2.487,0,0.990094,1.681,36
"Jan 27, 01:00 pm",-2.046,0,0.990396,1.83,50
"Jan 27, 02:00 pm",-0.638,0,0.990832,1.341,67
"Jan 27, 03:00 pm",1.123,0,0.990972,1.132,95
"Jan 27, 04:00 pm",2.625,0,0.99064,0.85,104
"Jan 27, 05:00 pm",3.909,0,0.990381,0.548,130
"Jan 27, 06:00 pm",5.108,0,0.990307,0.636,159
"Jan 27, 07:00 pm",6.006,0,0.990053,1.031,168
"Jan 27, 08:00 pm",6.498,0,0.989768,1.473,185
"Jan 27, 09:00 pm",6.039,0,0.989588,1.201,197
"Jan 27, 10:00 pm",2.458,0,0.989457,1.168,161
"Jan 27, 11:00 pm",0.556,0,0.989565,2.107,144
"Jan 28, 12:00 am",0.104,0,0.989618,3.221,154
"Jan 28, 01:00 am",-0.515,1253.2,0.989736,3.937,157
"Jan 28, 02:00 am",-0.759,1265.64,0.989765,3.915,181
"Jan 28, 03:00 am",-0.758,1260.64,0.98968,3.909,188
"Jan 28, 04:00 am",-0.802,155.947,0.989443,3.612,192
"Jan 28, 05:00 am",-0.719,1527.34,0.989359,4.034,194
"Jan 28, 06:00 am",-0.712,3168.7,0.989322,4.653,199
"Jan 28, 07:00 am",-0.827,3201.58,0.989408,4.694,207
"Jan 28, 08:00 am",-0.682,3333.52,0.989435,4.701,215
"Jan 28, 09:00 am",-0.593,2155.37,0.989437,4.277,224
"Jan 28, 10:00 am",-0.492,1295.44,0.989715,3.927,225
"Jan 28, 11:00 am",-0.281,1541.27,0.989728,4.049,234
"Jan 28, 12:00 pm",-0.351,0,0.989769,3.494,239
"Jan 28, 01:00 pm",1.288,0,0.989969,3.1,258
"Jan 28, 02:00 pm",4.026,0,0.990155,2.999,284
"Jan 28, 03:00 pm",6.556,0,0.990014,2.45,300
"Jan 28, 04:00 pm",8.553,0,0.989532,3.55,333
"Jan 28, 05:00 pm",9.566,3009.82,0.989295,4.61,351
"Jan 28, 06:00 pm",9.931,4330.06,0.989157,4.993,358
"Jan 28, 07:00 pm",10.01,5238.42,0.988978,5.209,7
"Jan 28, 08:00 pm",9.652,7007.29,0.988808,5.567,10
"Jan 28, 09:00 pm",8.729,10163.4,0.98874,6.135,16
"Jan 28, 10:00 pm",6.671,24059.1,0.988958,7.995,16
"Jan 28, 11:00 pm",4.948,33964.5,0.989171,9,19
"Jan 29, 12:00 am",3.719,34122.1,0.989371,9,19
"Jan 29, 01:00 am",2.676,36949.5,0.989574,9.316,21
"Jan 29, 02:00 am",2.049,35911.5,0.989636,9.225,26
"Jan 29, 03:00 am",1.504,35051.4,0.989594,9.132,27
"Jan 29, 04:00 am",1.005,31717.9,0.989269,8.818,26
"Jan 29, 05:00 am",0.744,27747.2,0.989067,8.407,24
"Jan 29, 06:00 am",0.515,24609.4,0.989111,8.051,21
"Jan 29, 07:00 am",0.309,20830.8,0.989012,7.601,21
"Jan 29, 08:00 am",0.096,21673.9,0.988728,7.73,24
"Jan 29, 09:00 am",-0.347,31950.9,0.988469,8.818,24
"Jan 29, 10:00 am",-0.536,28462.2,0.988323,8.48,27
"Jan 29, 11:00 am",-0.789,22826.4,0.98811,7.859,30
"Jan 29, 12:00 pm",-0.933,22007.4,0.987738,7.709,35
"Jan 29, 01:00 pm",-0.613,8796.49,0.987783,5.857,38
"Jan 29, 02:00 pm",-0.066,11084.5,0.987642,6.245,35
"Jan 29, 03:00 pm",0.162,13207.5,0.987597,6.671,32
"Jan 29, 04:00 pm",0.573,17161.4,0.986851,7.098,43
"Jan 29, 05:00 pm",1.481,10281.4,0.986425,6.11,56
"Jan 29, 06:00 pm",2.393,14688.8,0.985595,6.825,50
"Jan 29, 07:00 pm",2.592,26044.1,0.984166,8.155,47
"Jan 29, 08:00 pm",2.956,16170.9,0.984171,7.003,43
"Jan 29, 09:00 pm",2.625,21206.2,0.983348,7.609,45
"Jan 29, 10:00 pm",2.633,23080.2,0.982263,7.849,64
"Jan 29, 11:00 pm",2.863,32412.8,0.980996,8.882,81
"Jan 30, 12:00 am",3.051,29167.6,0.980379,8.634,86
"Jan 30, 01:00 am",3.195,33556,0.979086,9.068,91
"Jan 30, 02:00 am",3.127,27130.7,0.978736,8.378,82
"Jan 30, 03:00 am",2.94,21927.8,0.978713,7.724,68
"Jan 30, 04:00 am",2.679,17714.2,0.977438,7.203,67
"Jan 30, 05:00 am",2.521,26046.8,0.976408,8.204,76
"Jan 30, 06:00 am",2.455,27419,0.97598,8.41,82
"Jan 30, 07:00 am",2.366,24336.9,0.97552,8.05,79
"Jan 30, 08:00 am",2.344,18426.2,0.97512,7.303,74
"Jan 30, 09:00 am",2.323,14319.1,0.974647,6.824,77
"Jan 30, 10:00 am",2.3,7847.96,0.974483,5.705,73
"Jan 30, 11:00 am",2.262,2502.03,0.974458,4.427,51
"Jan 30, 12:00 pm",2.279,3654.79,0.974401,4.858,26
"Jan 30, 01:00 pm",1.427,8031.3,0.974473,5.725,3
"Jan 30, 02:00 pm",-0.349,14075.7,0.975085,6.741,354
"Jan 30, 03:00 pm",-1.569,16126.6,0.975562,6.98,357
"Jan 30, 04:00 pm",-1.787,12619,0.975884,6.53,357
"Jan 30, 05:00 pm",-1.575,9426.43,0.976408,5.972,348
"Jan 30, 06:00 pm",-1.178,12473.4,0.977039,6.554,341
"Jan 30, 07:00 pm",-0.465,19302.9,0.977683,7.374,345
"Jan 30, 08:00 pm",0.285,24611.7,0.978327,8.011,345
"Jan 30, 09:00 pm",-0.226,32509.2,0.979163,8.794,345
"Jan 30, 10:00 pm",-1.487,34760.9,0.980245,8.958,348
"Jan 30, 11:00 pm",-2.581,37175.6,0.981202,9.21,346
"Jan 31, 12:00 am",-3.068,27496.7,0.981911,8.245,348
"Jan 31, 01:00 am",-3.374,21327.8,0.982526,7.559,353
"Jan 31, 02:00 am",-3.498,23604.3,0.983039,7.837,4
"Jan 31, 03:00 am",-3.635,20184.6,0.983424,7.417,9
"Jan 31, 04:00 am",-3.854,18606,0.983678,7.236,12
"Jan 31, 05:00 am",-4.186,17040.7,0.984059,7.095,18
"Jan 31, 06:00 am",-4.484,14903,0.984639,6.87,21
"Jan 31, 07:00 am",-4.723,11722.2,0.985249,6.372,22
"Jan 31, 08:00 am",-4.889,10455.4,0.985838,6.142,20
"Jan 31, 09:00 am",-4.983,10657.4,0.986384,6.143,17
"Jan 31, 10:00 am",-5.022,11559.1,0.986996,6.259,13
"Jan 31, 11:00 am",-5.072,10802.8,0.987487,6.133,12
"Jan 31, 12:00 pm",-5.279,7663.26,0.9881,5.614,13
"Jan 31, 01:00 pm",-5.001,3305.81,0.988543,4.655,11
"Jan 31, 02:00 pm",-3.534,1499.72,0.988967,4.026,18
"Jan 31, 03:00 pm",-1.718,1603.26,0.989009,4.088,20
"Jan 31, 04:00 pm",0.016,1611.82,0.988747,4.097,20
"Jan 31, 05:00 pm",1.56,1152.87,0.988592,3.892,22
"Jan 31, 06:00 pm",2.755,848.063,0.988422,3.744,21
"Jan 31, 07:00 pm",3.613,822.938,0.988235,3.723,18
"Jan 31, 08:00 pm",4.015,1033.16,0.988158,3.816,15
"Jan 31, 09:00 pm",3.717,1609.72,0.988136,4.087,15
"Jan 31, 10:00 pm",0.435,3183.47,0.988256,4.648,16
"Jan 31, 11:00 pm",-1.255,13740.7,0.98848,6.664,11
"Feb 1, 12:00 am",-1.373,12115.2,0.988538,6.453,18
"Feb 1, 01:00 am",-1.845,17687.4,0.988826,7.232,29
"Feb 1, 02:00 am",-2.186,30633.1,0.988903,8.586,38
"Feb 1, 03:00 am",-2.28,29713.5,0.988782,8.473,46
"Feb 1, 04:00 am",-2.354,21490.1,0.988618,7.592,56
"Feb 1, 05:00 am",-2.664,5866.45,0.988665,5.317,76
"Feb 1, 06:00 am",-2.882,0,0.988716,3.315,108
"Feb 1, 07:00 am",-3.068,0,0.988709,3.176,106
"Feb 1, 08:00 am",-3.013,871.582,0.988616,3.733,103
"Feb 1, 09:00 am",-2.948,1135.26,0.988561,3.858,102
"Feb 1, 10:00 am",-3.037,0,0.988625,3.418,106
"Feb 1, 11:00 am",-3.149,0,0.988603,2.66,113
"Feb 1, 12:00 pm",-3.158,0,0.988657,3.491,114
"Feb 1, 01:00 pm",-1.362,4136.08,0.988607,4.905,112
"Feb 1, 02:00 pm",1.175,1537.02,0.988564,4.046,112
"Feb 1, 03:00 pm",3.148,433.713,0.988299,3.623,120
"Feb 1, 04:00 pm",4.862,0,0.987532,3.569,126
"Feb 1, 05:00 pm",6.421,0,0.98693,3.074,132
"Feb 1, 06:00 pm",7.575,0,0.986317,2.644,131
"Feb 1, 07:00 pm",8.331,0,0.985738,2.688,124
"Feb 1, 08:00 pm",8.517,0,0.985272,2.91,121
"Feb 1, 09:00 pm",6.529,0,0.985033,3.478,116
"Feb 1, 10:00 pm",4.113,3547.6,0.984979,4.771,120
"Feb 1, 11:00 pm",3.49,16379.1,0.984734,7.039,127
"Feb 2, 12:00 am",3.66,15297.4,0.984644,6.903,132
"Feb 2, 01:00 am",3.169,8371.04,0.984561,5.791,131
"Feb 2, 02:00 am",3.186,5496.12,0.984272,5.257,119
"Feb 2, 03:00 am",3.761,13862.2,0.983985,6.735,129
"Feb 2, 04:00 am",4.248,17417,0.983628,7.163,138
"Feb 2, 05:00 am",3.933,18195.7,0.983567,7.252,134
"Feb 2, 06:00 am",3.557,24463.7,0.98336,8.005,130
"Feb 2, 07:00 am",3.526,28265,0.983,8.411,127
"Feb 2, 08:00 am",3.216,27463.7,0.982692,8.321,121
"Feb 2, 09:00 am",1.833,17964.4,0.982701,7.219,126
"Feb 2, 10:00 am",2.481,11605.9,0.982793,6.357,139
"Feb 2, 11:00 am",2.846,2955.92,0.982811,4.605,147
"Feb 2, 12:00 pm",2.817,0,0.982677,3.529,153
"Feb 2, 01:00 pm",3.079,0,0.982663,2.65,155
"Feb 2, 02:00 pm",4.021,0,0.982747,2.051,168
"Feb 2, 03:00 pm",5.718,0,0.982626,1.362,194
"Feb 2, 04:00 pm",7.076,0,0.982313,1.903,274
"Feb 2, 05:00 pm",8.755,0,0.981959,3.61,294
"Feb 2, 06:00 pm",9.768,2544.06,0.981696,4.46,298
"Feb 2, 07:00 pm",10.243,3225.44,0.981508,4.702,299
"Feb 2, 08:00 pm",10.401,3707.56,0.981432,4.841,296
"Feb 2, 09:00 pm",10.092,5154.89,0.981571,5.206,295
"Feb 2, 10:00 pm",8.251,12290,0.981988,6.541,311
"Feb 2, 11:00 pm",6.247,25510.2,0.98242,8.163,323
"Feb 3, 12:00 am",4.505,30680.9,0.98308,8.725,327
"Feb 3, 01:00 am",3.55,39131,0.98363,9.608,330
"Feb 3, 02:00 am",2.63,36868.6,0.9842,9.333,338
"Feb 3, 03:00 am",1.864,43474.3,0.984475,9.959,338
"Feb 3, 04:00 am",1.085,49101.6,0.984682,10.474,337
"Feb 3, 05:00 am",0.29,43841.4,0.985056,9.891,344
"Feb 3, 06:00 am",-0.341,41915.7,0.985396,9.683,351
"Feb 3, 07:00 am",-0.387,36388,0.98572,9.117,358
"Feb 3, 08:00 am",-0.518,32100.7,0.986028,8.719,2
"Feb 3, 09:00 am",-0.625,31735.8,0.986215,8.68,6
"Feb 3, 10:00 am",-0.821,23039.3,0.986625,7.818,16
"Feb 3, 11:00 am",-0.91,20391.9,0.986898,7.542,21
"Feb 3, 12:00 pm",-1.163,16602.7,0.987144,7.111,24
"Feb 3, 01:00 pm",0.222,5163.55,0.987473,5.219,25
"Feb 3, 02:00 pm",2.374,0,0.987955,3,27
"Feb 3, 03:00 pm",4.103,1894.86,0.988006,4.242,29
"Feb 3, 04:00 pm",5.263,2594.89,0.987529,4.503,25
"Feb 3, 05:00 pm",6.373,1743.23,0.987294,4.179,21
"Feb 3, 06:00 pm",7.224,794.39,0.987137,3.712,17
"Feb 3, 07:00 pm",7.961,717.734,0.986926,3.676,17
