,"Ambient temperature | (C)","AC inverter power | (W)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","DC array power | (W)","Diffuse irradiance | (W/m2)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Feb 26, 12:00 pm",21.7,710.725,24.5529,0,748.844,223,223,25.0071,217.886,0.710725,1,1,217.886,5.2
"Feb 26, 01:00 pm",23.9,2573.06,32.3035,811,2673.87,112,650,36.7546,825.406,2.57306,1,1,823.466,6.7
"Feb 26, 02:00 pm",24.4,517.521,43.8875,0,550.986,168,168,28.829,163.249,0.517521,1,1,163.249,3.1
"Feb 26, 03:00 pm",24.4,1434.77,57.0071,658,1493.4,87,356,32.9537,465.859,1.43477,1,1,451.383,4.6
"Feb 26, 04:00 pm",22.8,576.773,70.7926,425,611.63,48,144,26.1719,200.091,0.576773,1,1,178.941,5.2
"Feb 26, 05:00 pm",18.9,65.3524,81.9223,151,89.2543,10,20,18.6309,34.5822,0.0653524,1,3,25.2141,3.1
"Feb 26, 06:00 pm",17.8,0,0,0,0,0,0,17.8,0,0,1,0,0,2.6
"Feb 26, 07:00 pm",16.7,0,0,0,0,0,0,16.7,0,0,1,0,0,4.1
"Feb 26, 08:00 pm",16.7,0,0,0,0,0,0,16.7,0,0,1,0,0,3.6
"Feb 26, 09:00 pm",17.8,0,0,0,0,0,0,17.8,0,0,1,0,0,3.6
"Feb 26, 10:00 pm",17.8,0,0,0,0,0,0,17.8,0,0,1,0,0,3.1
"Feb 26, 11:00 pm",17.2,0,0,0,0,0,0,17.2,0,0,1,0,0,2.6
"Feb 27, 12:00 am",17.2,0,0,0,0,0,0,17.2,0,0,1,0,0,2.6
"Feb 27, 01:00 am",17.8,0,0,0,0,0,0,17.8,0,0,1,0,0,2.6
"Feb 27, 02:00 am",17.8,0,0,0,0,0,0,17.8,0,0,1,0,0,3.1
"Feb 27, 03:00 am",17.2,0,0,0,0,0,0,17.2,0,0,1,0,0,3.1
"Feb 27, 04:00 am",17.2,0,0,0,0,0,0,17.2,0,0,1,0,0,4.1
"Feb 27, 05:00 am",17.2,0,0,0,0,0,0,17.2,0,0,1,0,0,4.6
"Feb 27, 06:00 am",17.2,23.9051,81.9965,13,47.0229,12,13,16.1582,13.9406,0.0239051,1,2,13.1356,4.6
"Feb 27, 07:00 am",18.9,149.435,70.7295,0,174.975,52,52,18.6455,49.4332,0.149435,1,1,49.4332,6.2
"Feb 27, 08:00 am",20,386.621,56.9118,0,417.127,123,123,20.9697,119.108,0.386621,1,1,119.108,6.7
"Feb 27, 09:00 am",20,556.435,43.7421,0,590.811,174,174,21.7206,169.289,0.556435,1,1,169.289,7.7
"Feb 27, 10:00 am",21.1,671.406,32.0762,0,708.551,210,210,23.7698,204.97,0.671406,1,1,204.97,6.2
"Feb 27, 11:00 am",22.2,1506.83,24.2148,145,1567.76,311,416,29.4389,465.991,1.50683,1,1,465.865,6.2
"Feb 27, 12:00 pm",23.3,2559.12,24.2091,675,2659.34,172,660,38.5633,827.014,2.55912,1,1,826.428,5.2
"Feb 27, 01:00 pm",23.3,1263.69,32.0633,67,1317.02,327,372,32.6121,397.567,1.26369,1,1,397.411,3.6
"Feb 27, 02:00 pm",23.9,868.541,43.7264,126,910.716,169,240,27.3071,268.837,0.868541,1,1,267.881,8.2
"Feb 27, 03:00 pm",23.3,1421.56,56.8952,511,1479.77,153,363,30.7919,453.746,1.42156,1,1,442.593,5.7
"Feb 27, 04:00 pm",23.3,281.52,70.7126,41,309.762,78,87,24.4933,91.9454,0.28152,1,1,89.9124,5.7
"Feb 27, 05:00 pm",21.7,74.9748,81.9685,214,99.0609,9,23,21.3958,41.6034,0.0749748,1,3,28.342,3.6
"Feb 27, 06:00 pm",21.7,0,0,0,0,0,0,21.7,0,0,1,0,0,3.6
"Feb 27, 07:00 pm",21.1,0,0,0,0,0,0,21.1,0,0,1,0,0,5.7
"Feb 27, 08:00 pm",21.7,0,0,0,0,0,0,21.7,0,0,1,0,0,6.2
"Feb 27, 09:00 pm",16.1,0,0,0,0,0,0,16.1,0,0,1,0,0,3.1
"Feb 27, 10:00 pm",15.6,0,0,0,0,0,0,15.6,0,0,1,0,0,1.5
"Feb 27, 11:00 pm",15.6,0,0,0,0,0,0,15.6,0,0,1,0,0,1.5
"Feb 28, 12:00 am",15.6,0,0,0,0,0,0,15.6,0,0,1,0,0,0
"Feb 28, 01:00 am",15,0,0,0,0,0,0,15,0,0,1,0,0,2.6
"Feb 28, 02:00 am",15,0,0,0,0,0,0,15,0,0,1,0,0,4.1
"Feb 28, 03:00 am",13.3,0,0,0,0,0,0,13.3,0,0,1,0,0,5.7
"Feb 28, 04:00 am",11.7,0,0,0,0,0,0,11.7,0,0,1,0,0,9.3
"Feb 28, 05:00 am",10,0,0,0,0,0,0,10,0,0,1,0,0,7.2
"Feb 28, 06:00 am",8.3,1.92359,82.003,0,24.6319,7,7,7.21715,6.61394,0.00192359,1,2,6.61394,6.2
"Feb 28, 07:00 am",7.2,173.111,70.5682,0,199.124,56,56,6.8955,53.3926,0.173111,1,1,53.3926,6.7
"Feb 28, 08:00 am",6.7,386.054,56.7213,0,416.547,116,116,7.35572,111.915,0.386054,1,1,111.915,7.7
"Feb 28, 09:00 am",7.2,2186.94,43.5081,689,2272.06,121,511,19.2452,648.78,2.18694,1,1,643.655,4.6
"Feb 28, 10:00 am",8.9,2732.29,31.7762,856,2840,92,666,27.8005,839.257,2.73229,1,1,837.328,3.6
"Feb 28, 11:00 am",10,3149.83,23.843,924,3276.77,95,767,26.43,960.601,3.14983,1,1,959.838,6.2
"Feb 28, 12:00 pm",10,3149.88,23.865,925,3276.82,95,768,26.5947,961.369,3.14988,1,1,960.603,6.2
"Feb 28, 01:00 pm",10,2821.3,31.8257,870,2932.96,90,674,23.2943,848.54,2.8213,1,1,846.569,7.2
"Feb 28, 02:00 pm",10,2331.75,43.5684,835,2422.59,79,552,21.9753,701.226,2.33175,1,1,694.98,6.2
"Feb 28, 03:00 pm",9.4,1674.15,56.7861,782,1740.63,63,388,18.331,507.988,1.67415,1,1,491.05,5.7
"Feb 28, 04:00 pm",7.8,751.444,70.6349,573,790.589,43,176,10.8989,244.039,0.751444,1,1,215.727,7.7
"Feb 28, 05:00 pm",6.7,78.2307,82.0161,151,102.379,12,21,6.38288,36.7367,0.0782307,1,3,27.3909,5.7
"Feb 28, 06:00 pm",6.1,0,0,0,0,0,0,6.1,0,0,1,0,0,4.1
"Feb 28, 07:00 pm",5,0,0,0,0,0,0,5,0,0,1,0,0,3.1
"Feb 28, 08:00 pm",5,0,0,0,0,0,0,5,0,0,1,0,0,3.1
"Feb 28, 09:00 pm",5.6,0,0,0,0,0,0,5.6,0,0,1,0,0,3
"Feb 28, 10:00 pm",6.3,0,0,0,0,0,0,6.3,0,0,1,0,0,3
"Feb 28, 11:00 pm",6.9,0,0,0,0,0,0,6.9,0,0,1,0,0,2.9
"Mar 1, 12:00 am",7.5,0,0,0,0,0,0,7.5,0,0,1,0,0,2.8
"Mar 1, 01:00 am",8.1,0,0,0,0,0,0,8.1,0,0,1,0,0,2.7
"Mar 1, 02:00 am",8.8,0,0,0,0,0,0,8.8,0,0,1,0,0,2.7
"Mar 1, 03:00 am",9.4,0,0,0,0,0,0,9.4,0,0,1,0,0,2.6
"Mar 1, 04:00 am",9.4,0,0,0,0,0,0,9.4,0,0,1,0,0,5.2
"Mar 1, 05:00 am",9.4,0,0,0,0,0,0,9.4,0,0,1,0,0,3.1
"Mar 1, 06:00 am",9.4,29.5642,82.0117,0,52.7881,15,15,7.83253,14.2122,0.0295642,1,2,14.2122,2.1
"Mar 1, 07:00 am",10,230.119,70.3898,1,257.291,72,73,9.93326,69.9582,0.230119,1,1,69.9093,2.6
"Mar 1, 08:00 am",11.1,556.338,56.5107,3,590.711,164,166,13.2492,162.938,0.556338,1,1,162.874,4.1
"Mar 1, 09:00 am",11.7,764.894,43.2488,2,804.38,225,226,14.7157,223.261,0.764894,1,1,223.246,5.7
"Mar 1, 10:00 am",12.2,1147.46,31.4419,56,1197.37,280,317,17.0954,336.021,1.14746,1,1,335.899,6.2
"Mar 1, 11:00 am",13.3,1964.45,23.4253,266,2041.17,312,506,23.8132,590.799,1.96445,1,1,590.592,5.2
"Mar 1, 12:00 pm",13.9,2835.06,23.4777,664,2947.34,233,718,31.6184,885.59,2.83506,1,1,885.07,4.6
"Mar 1, 01:00 pm",14.4,2465.94,31.559,683,2562.26,159,620,33.2141,776.935,2.46594,1,1,775.434,3.1
"Mar 1, 02:00 pm",14.4,2282.7,43.3906,821,2371.58,86,553,27.7805,705.198,2.2827,1,1,699.156,5.2
"Mar 1, 03:00 pm",15,1572.66,56.6625,730,1635.74,74,379,25.7055,493.181,1.57266,1,1,477.507,4.1
"Mar 1, 04:00 pm",13.3,717.826,70.5458,530,756.123,50,174,17.6776,238.759,0.717826,1,1,212.677,4.6
"Mar 1, 05:00 pm",12.2,84.1912,82.0688,93,108.454,19,30,11.9378,35.478,0.0841912,1,3,29.73,3.1
"Mar 1, 06:00 pm",10.6,0,0,0,0,0,0,10.6,0,0,1,0,0,3.1
"Mar 1, 07:00 pm",9.4,0,0,0,0,0,0,9.4,0,0,1,0,0,4.1
"Mar 1, 08:00 pm",8.9,0,0,0,0,0,0,8.9,0,0,1,0,0,5.2
"Mar 1, 09:00 pm",8.3,0,0,0,0,0,0,8.3,0,0,1,0,0,5.2
"Mar 1, 10:00 pm",7.8,0,0,0,0,0,0,7.8,0,0,1,0,0,2.6
"Mar 1, 11:00 pm",6.7,0,0,0,0,0,0,6.7,0,0,1,0,0,2.6
"Mar 2, 12:00 am",6.7,0,0,0,0,0,0,6.7,0,0,1,0,0,2.1
"Mar 2, 01:00 am",5.6,0,0,0,0,0,0,5.6,0,0,1,0,0,1.5
"Mar 2, 02:00 am",5.6,0,0,0,0,0,0,5.6,0,0,1,0,0,2.6
"Mar 2, 03:00 am",4.4,0,0,0,0,0,0,4.4,0,0,1,0,0,1.5
"Mar 2, 04:00 am",3.9,0,0,0,0,0,0,3.9,0,0,1,0,0,1.5
"Mar 2, 05:00 am",3.9,0,0,0,0,0,0,3.9,0,0,1,0,0,2.6
"Mar 2, 06:00 am",4.4,96.9157,82.0165,136,121.425,18,33,3.55705,40.5118,0.0969157,1,2,32.0945,2.6
"Mar 2, 07:00 am",7.8,753.351,70.224,556,792.544,45,178,12.0645,244.335,0.753351,1,1,217.378,3.1
"Mar 2, 08:00 am",12.2,1491.57,56.3167,628,1552,87,353,20.5571,455.48,1.49157,1,1,442.325,4.6
"Mar 2, 09:00 am",14.4,2019.38,43.012,593,2098.13,157,497,27.3374,621.458,2.01938,1,1,617.241,4.1
"Mar 2, 10:00 am",16.7,2445.2,31.1389,621,2540.65,196,618,32.0627,765.893,2.4452,1,1,764.593,4.6
"Mar 2, 11:00 am",20,2644.1,23.0487,677,2747.96,193,690,39.217,857.277,2.6441,1,1,856.778,3.6
"Mar 2, 12:00 pm",20.6,2813.33,23.1337,768,2924.64,181,746,42.5266,927.895,2.81333,1,1,927.322,3.1
"Mar 2, 01:00 pm",22.2,1832.56,31.3274,386,1904.53,209,471,31.6856,572.932,1.83256,1,1,572.106,6.7
"Mar 2, 02:00 pm",21.7,2066.14,43.2394,655,2146.65,149,523,33.8984,656.591,2.06614,1,1,651.836,5.2
"Mar 2, 03:00 pm",20.6,1325.59,56.5595,511,1380.81,121,337,29.6353,421.59,1.32559,1,1,410.698,4.1
"Mar 2, 04:00 pm",18.3,183.535,70.4732,0,209.757,62,62,19.0945,59.3814,0.183535,1,1,59.3814,3.6
"Mar 2, 05:00 pm",17.2,62.481,82.1194,0,86.328,25,25,16.3623,24.1375,0.062481,1,3,24.1375,4.1
"Mar 2, 06:00 pm",16.1,0,0,0,0,0,0,16.1,0,0,1,0,0,5.2
"Mar 2, 07:00 pm",16.7,0,0,0,0,0,0,16.7,0,0,1,0,0,5.7
"Mar 2, 08:00 pm",15.6,0,0,0,0,0,0,15.6,0,0,1,0,0,4.6
"Mar 2, 09:00 pm",15,0,0,0,0,0,0,15,0,0,1,0,0,4.6
"Mar 2, 10:00 pm",16.7,0,0,0,0,0,0,16.7,0,0,1,0,0,6.2
"Mar 2, 11:00 pm",16.1,0,0,0,0,0,0,16.1,0,0,1,0,0,6.7
"Mar 3, 12:00 am",16.1,0,0,0,0,0,0,16.1,0,0,1,0,0,6.2
"Mar 3, 01:00 am",16.1,0,0,0,0,0,0,16.1,0,0,1,0,0,7.7
"Mar 3, 02:00 am",16.7,0,0,0,0,0,0,16.7,0,0,1,0,0,6.2
"Mar 3, 03:00 am",16.7,0,0,0,0,0,0,16.7,0,0,1,0,0,9.3
"Mar 3, 04:00 am",16.7,0,0,0,0,0,0,16.7,0,0,1,0,0,7.2
"Mar 3, 05:00 am",15,0,0,0,0,0,0,15,0,0,1,0,0,9.3
"Mar 3, 06:00 am",15,0,82.0205,2,21.3047,6,6,13.83,6.01325,0,1,2,5.88948,5.2
"Mar 3, 07:00 am",15,124.874,70.0563,6,149.929,42,44,14.6904,41.895,0.124874,1,1,41.6064,10.3
"Mar 3, 08:00 am",15.6,432.313,56.1214,7,463.834,130,134,16.4028,129.858,0.432313,1,1,129.713,10.8
"Mar 3, 09:00 am",16.1,477.905,42.7743,6,510.458,144,148,17.1242,143.26,0.477905,1,1,143.218,10.8
"Mar 3, 10:00 am",16.7,643.64,30.8348,5,680.105,193,196,18.2826,191.833,0.64364,1,1,191.823,11.3
"Mar 3, 11:00 am",15.6,768.073,22.6699,6,807.64,227,231,17.7526,227.249,0.768073,1,1,227.245,10.3
"Mar 3, 12:00 pm",15,669.961,22.7899,0,707.07,204,205,17.1124,198.371,0.669961,1,1,198.371,8.2
"Mar 3, 01:00 pm",15,687.4,31.0988,3,724.94,206,208,16.9825,203.271,0.6874,1,1,203.264,9.3
"Mar 3, 02:00 pm",15.6,533.28,43.0915,1,567.113,163,163,16.483,158.66,0.53328,1,1,158.653,17.5
"Mar 3, 03:00 pm",15.6,330.054,56.4594,1,359.329,104,105,16.0487,100.348,0.330054,1,1,100.327,12.9
"Mar 3, 04:00 pm",15,174.144,70.4029,1,200.178,58,58,14.9356,55.6607,0.174144,1,1,55.6119,14.4
"Mar 3, 05:00 pm",15,28.0854,82.1714,0,51.2816,15,15,14.3735,14.2108,0.0280854,1,3,14.2108,10.3
"Mar 3, 06:00 pm",14.4,0,0,0,0,0,0,14.4,0,0,1,0,0,7.2
"Mar 3, 07:00 pm",15,0,0,0,0,0,0,15,0,0,1,0,0,9.3
"Mar 3, 08:00 pm",15,0,0,0,0,0,0,15,0,0,1,0,0,8.2
"Mar 3, 09:00 pm",15,0,0,0,0,0,0,15,0,0,1,0,0,7.7
"Mar 3, 10:00 pm",15.6,0,0,0,0,0,0,15.6,0,0,1,0,0,5.7
"Mar 3, 11:00 pm",15,0,0,0,0,0,0,15,0,0,1,0,0,7.2
"Mar 4, 12:00 am",14.4,0,0,0,0,0,0,14.4,0,0,1,0,0,5.2
"Mar 4, 01:00 am",15,0,0,0,0,0,0,15,0,0,1,0,0,5.7
"Mar 4, 02:00 am",15,0,0,0,0,0,0,15,0,0,1,0,0,3.6
"Mar 4, 03:00 am",13.9,0,0,0,0,0,0,13.9,0,0,1,0,0,5.2
"Mar 4, 04:00 am",12.8,0,0,0,0,0,0,12.8,0,0,1,0,0,4.6
"Mar 4, 05:00 am",12.2,0,0,0,0,0,0,12.2,0,0,1,0,0,4.6
"Mar 4, 06:00 am",12.2,93.154,82.0238,75,117.59,24,32,11.416,36.8012,0.093154,1,2,32.1601,3.6
"Mar 4, 07:00 am",13.3,455.005,69.8869,106,487.037,99,126,14.6403,140.184,0.455005,1,1,135.126,5.7
"Mar 4, 08:00 am",13.3,865.163,55.9249,154,907.249,163,230,16.737,257.235,0.865163,1,1,254.099,6.2
"Mar 4, 09:00 am",13.3,999.77,42.5357,59,1045.49,245,280,17.5263,294.269,0.99977,1,1,293.867,6.2
"Mar 4, 10:00 am",12.8,917.683,30.5297,31,961.168,238,259,16.2656,268.688,0.917683,1,1,268.628,7.2
"Mar 4, 11:00 am",13.9,1695.77,22.2893,200,1762.98,299,447,21.4144,504.576,1.69577,1,1,504.444,6.7
"Mar 4, 12:00 pm",14.4,2276.08,22.4466,482,2364.7,206,564,24.7201,687.44,2.27608,1,1,687.114,7.2
"Mar 4, 01:00 pm",14.4,1847.85,30.8735,374,1920.36,200,457,22.7985,553.773,1.84785,1,1,553.014,7.2
"Mar 4, 02:00 pm",15,2244.76,42.9469,750,2332.14,110,545,24.8764,683.451,2.24476,1,1,678.15,7.7
"Mar 4, 03:00 pm",12.8,1612.4,56.3622,781,1676.8,49,385,20.2268,493.579,1.6124,1,1,477.166,7.2
"Mar 4, 04:00 pm",10.6,759.906,70.335,621,799.265,34,186,13.9779,251.36,0.759906,1,1,221.095,7.2
"Mar 4, 05:00 pm",8.9,113.706,82.2247,201,138.542,18,40,8.82942,49.8308,0.113706,1,3,37.4622,6.7
"Mar 4, 06:00 pm",7.2,0,0,0,0,0,0,7.2,0,0,1,0,0,5.7
"Mar 4, 07:00 pm",6.7,0,0,0,0,0,0,6.7,0,0,1,0,0,4.1
"Mar 4, 08:00 pm",6.1,0,0,0,0,0,0,6.1,0,0,1,0,0,4.6
"Mar 4, 09:00 pm",6.1,0,0,0,0,0,0,6.1,0,0,1,0,0,7.2
"Mar 4, 10:00 pm",5.6,0,0,0,0,0,0,5.6,0,0,1,0,0,5.7
"Mar 4, 11:00 pm",3.9,0,0,0,0,0,0,3.9,0,0,1,0,0,4.1
"Mar 5, 12:00 am",3.9,0,0,0,0,0,0,3.9,0,0,1,0,0,4.6
"Mar 5, 01:00 am",2.2,0,0,0,0,0,0,2.2,0,0,1,0,0,3.6
"Mar 5, 02:00 am",1.7,0,0,0,0,0,0,1.7,0,0,1,0,0,3.6
"Mar 5, 03:00 am",1.1,0,0,0,0,0,0,1.1,0,0,1,0,0,3.1
"Mar 5, 04:00 am",1.1,0,0,0,0,0,0,1.1,0,0,1,0,0,2.6
"Mar 5, 05:00 am",0.6,0,0,0,0,0,0,0.6,0,0,1,0,0,2.6
"Mar 5, 06:00 am",1.1,134.648,82.0263,215,159.895,20,44,0.685393,55.0543,0.134648,1,2,41.7509,3.1
"Mar 5, 07:00 am",2.8,841.675,69.7159,614,883.144,42,198,6.5681,265.533,0.841675,1,1,236.469,5.2
"Mar 5, 08:00 am",4.4,1701.12,55.7272,807,1768.52,40,393,13.7733,504.968,1.70112,1,1,488.766,4.6
"Mar 5, 09:00 am",4.4,965.663,42.2965,14,1010.45,265,273,8.75315,273.23,0.965663,1,1,273.137,5.7
"Mar 5, 10:00 am",6.1,1975.28,30.2238,289,2052.41,294,494,16.1505,573.852,1.97528,1,1,573.309,5.2
"Mar 5, 11:00 am",6.7,2941.3,21.9068,749,3058.42,169,729,27.9144,902.685,2.9413,1,1,902.217,3.1
"Mar 5, 12:00 pm",7.2,3281.24,22.104,911,3414.59,151,832,32.0487,1028.11,3.28124,1,1,1027.53,3.1
"Mar 5, 01:00 pm",7.8,2663.6,30.6515,718,2768.3,143,639,21.5893,794.159,2.6636,1,1,792.739,6.2
"Mar 5, 02:00 pm",8.3,2303.5,42.8057,834,2393.2,75,563,25.3992,703.439,2.3035,1,1,697.62,3.1
"Mar 5, 03:00 pm",8.3,1345.8,56.2678,487,1401.64,116,326,17.6004,404.273,1.3458,1,1,394.107,3.6
"Mar 5, 04:00 pm",8.3,774.011,70.2693,602,813.729,40,189,13.1234,253.49,0.774011,1,1,224.24,4.1
"Mar 5, 05:00 pm",7.2,122.844,82.2793,235,147.859,18,43,7.63501,54.2113,0.122844,1,3,39.774,1.5
"Mar 5, 06:00 pm",6.7,0,0,0,0,0,0,6.7,0,0,1,0,0,0
"Mar 5, 07:00 pm",5.6,0,0,0,0,0,0,5.6,0,0,1,0,0,0
"Mar 5, 08:00 pm",4.4,0,0,0,0,0,0,4.4,0,0,1,0,0,0
"Mar 5, 09:00 pm",3.9,0,0,0,0,0,0,3.9,0,0,1,0,0,1.5
"Mar 5, 10:00 pm",3.3,0,0,0,0,0,0,3.3,0,0,1,0,0,2.6
"Mar 5, 11:00 pm",2.8,0,0,0,0,0,0,2.8,0,0,1,0,0,0
"Mar 6, 12:00 am",2.2,0,0,0,0,0,0,2.2,0,0,1,0,0,0
"Mar 6, 01:00 am",1.7,0,0,0,0,0,0,1.7,0,0,1,0,0,0
"Mar 6, 02:00 am",0.6,0,0,0,0,0,0,0.6,0,0,1,0,0,1.5
"Mar 6, 03:00 am",-1.1,0,0,0,0,0,0,-1.1,0,0,1,0,0,2.1
"Mar 6, 04:00 am",0,0,0,0,0,0,0,0,0,0,1,0,0,3.1
"Mar 6, 05:00 am",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Mar 6, 06:00 am",-0.6,131.809,82.0283,115,157,27,40,-1.28375,47.7725,0.131809,1,2,40.6572,2.1
"Mar 6, 07:00 am",3.3,786.612,69.5434,513,826.653,56,189,8.69569,247.481,0.786612,1,1,223.399,1.5
"Mar 6, 08:00 am",6.1,1717.51,55.5286,739,1785.47,80,407,17.4694,516.355,1.71751,1,1,501.731,3.1
"Mar 6, 09:00 am",8.3,2444.11,42.0567,837,2539.52,96,593,23.9526,740.713,2.44411,1,1,735.263,4.1
"Mar 6, 10:00 am",10,2969.7,29.9174,887,3088.13,108,728,24.5013,898.008,2.9697,1,1,896.402,6.7
"Mar 6, 11:00 am",11.1,3224.36,21.5226,919,3354.91,114,806,28.1359,991.268,3.22436,1,1,990.726,6.2
"Mar 6, 12:00 pm",12.2,3190.41,21.7623,915,3319.31,114,803,29.269,986.099,3.19041,1,1,985.54,6.2
"Mar 6, 01:00 pm",12.8,2919.41,30.433,893,3035.53,108,730,28.3725,899.143,2.91941,1,1,897.423,6.2
"Mar 6, 02:00 pm",13.3,2383.27,42.6681,848,2476.19,96,595,29.7221,742.653,2.38328,1,1,736.81,4.1
"Mar 6, 03:00 pm",13.3,1647.57,56.1763,757,1713.15,77,408,25.7935,516.011,1.64757,1,1,500.312,3.1
"Mar 6, 04:00 pm",13.3,765.334,70.2058,562,804.831,53,194,19.0731,255.047,0.765334,1,1,227.822,3.1
"Mar 6, 05:00 pm",11.7,112.028,82.3352,131,136.832,24,38,11.9307,45.5419,0.112028,1,3,37.5077,1.5
"Mar 6, 06:00 pm",11.1,0,0,0,0,0,0,11.1,0,0,1,0,0,2.1
"Mar 6, 07:00 pm",8.3,0,0,0,0,0,0,8.3,0,0,1,0,0,2.6
"Mar 6, 08:00 pm",6.1,0,0,0,0,0,0,6.1,0,0,1,0,0,2.6
"Mar 6, 09:00 pm",4.4,0,0,0,0,0,0,4.4,0,0,1,0,0,1.5
"Mar 6, 10:00 pm",3.9,0,0,0,0,0,0,3.9,0,0,1,0,0,2.1
"Mar 6, 11:00 pm",3.3,0,0,0,0,0,0,3.3,0,0,1,0,0,1.5
"Mar 7, 12:00 am",2.8,0,0,0,0,0,0,2.8,0,0,1,0,0,3.1
"Mar 7, 01:00 am",3.3,0,0,0,0,0,0,3.3,0,0,1,0,0,3.1
"Mar 7, 02:00 am",4.4,0,0,0,0,0,0,4.4,0,0,1,0,0,3.1
"Mar 7, 03:00 am",6.1,0,0,0,0,0,0,6.1,0,0,1,0,0,3.1
"Mar 7, 04:00 am",5.6,0,0,0,0,0,0,5.6,0,0,1,0,0,3.6
"Mar 7, 05:00 am",5.6,0,0,0,0,0,0,5.6,0,0,1,0,0,3.6
"Mar 7, 06:00 am",7.2,110.602,82.0297,70,135.378,28,36,6.42433,40.5569,0.110602,1,2,36.2259,2.6
"Mar 7, 07:00 am",9.4,418.509,69.3695,88,449.721,93,116,12.0813,127.454,0.418509,1,1,123.358,0
"Mar 7, 08:00 am",11.1,1009.56,55.3292,207,1055.55,174,266,16.9427,299.949,1.00956,1,1,295.911,3.1
"Mar 7, 09:00 am",12.2,1387.02,41.8166,216,1444.15,232,361,21.2069,414.195,1.38702,1,1,412.82,3.1
"Mar 7, 10:00 am",13.3,880.87,29.6106,18,923.372,250,262,18.637,260.889,0.88087,1,1,260.857,3.6
"Mar 7, 11:00 am",14.4,1110.56,21.1368,10,1159.4,324,332,20.6556,330.589,1.11056,1,1,330.583,4.1
"Mar 7, 12:00 pm",15,1801.52,21.4216,269,1872.39,269,472,26.1026,547.772,1.80152,1,1,547.616,4.1
"Mar 7, 01:00 pm",15,1017.58,30.2181,18,1063.79,289,302,19.0702,301.156,1.01758,1,1,301.122,7.7
"Mar 7, 02:00 pm",13.3,2058.71,42.5339,574,2138.94,168,508,23.2321,621.109,2.05871,1,1,617.203,6.2
"Mar 7, 03:00 pm",15,1440.61,56.0878,564,1499.42,107,355,22.2634,442.344,1.44061,1,1,430.722,6.2
"Mar 7, 04:00 pm",13.9,606.01,70.1446,259,641.565,97,163,17.2423,192.61,0.60601,1,1,180.099,4.6
"Mar 7, 05:00 pm",8.9,47.5096,82.3922,3,71.072,20,20,8.36954,19.3632,0.0475096,1,3,19.1795,9.8
"Mar 7, 06:00 pm",7.2,0,0,0,0,0,0,7.2,0,0,1,0,0,2.6
"Mar 7, 07:00 pm",6.7,0,0,0,0,0,0,6.7,0,0,1,0,0,1.5
"Mar 7, 08:00 pm",7.2,0,0,0,0,0,0,7.2,0,0,1,0,0,1.5
"Mar 7, 09:00 pm",6.1,0,0,0,0,0,0,6.1,0,0,1,0,0,2.6
"Mar 7, 10:00 pm",6.7,0,0,0,0,0,0,6.7,0,0,1,0,0,4.6
"Mar 7, 11:00 pm",6.1,0,0,0,0,0,0,6.1,0,0,1,0,0,6.2
"Mar 8, 12:00 am",6.1,0,0,0,0,0,0,6.1,0,0,1,0,0,4.6
"Mar 8, 01:00 am",5.6,0,0,0,0,0,0,5.6,0,0,1,0,0,4.6
"Mar 8, 02:00 am",4.4,0,0,0,0,0,0,4.4,0,0,1,0,0,5.2
"Mar 8, 03:00 am",3.9,0,0,0,0,0,0,3.9,0,0,1,0,0,6.7
"Mar 8, 04:00 am",2.8,0,0,0,0,0,0,2.8,0,0,1,0,0,5.2
"Mar 8, 05:00 am",2.8,0,0,0,0,0,0,2.8,0,0,1,0,0,5.2
"Mar 8, 06:00 am",2.8,53.6638,82.0305,5,77.3429,21,21,1.8972,20.6084,0.0536638,1,2,20.2991,6.2
"Mar 8, 07:00 am",3.3,324.847,69.1944,14,354.01,92,96,3.69562,94.2719,0.324847,1,1,93.6257,5.7
"Mar 8, 08:00 am",3.9,632.899,55.1291,2,669.103,181,182,5.94548,178.715,0.632899,1,1,178.676,5.7
"Mar 8, 09:00 am",3.9,796.126,41.5762,6,836.412,224,228,6.59429,224.019,0.796126,1,1,223.981,6.7
"Mar 8, 10:00 am",5.6,1058.28,29.3036,2,1105.64,301,303,9.25475,299.528,1.05828,1,1,299.524,7.7
"Mar 8, 11:00 am",5.6,1424.93,20.7496,1,1483.24,405,406,12.5029,407.613,1.42493,1,1,407.612,5.2
"Mar 8, 12:00 pm",6.1,1134.48,21.0822,1,1184.01,326,327,11.5717,324.041,1.13448,1,1,324.041,5.2
"Mar 8, 01:00 pm",6.7,1109.94,30.007,3,1158.76,317,320,11.6131,317.194,1.10994,1,1,317.189,5.7
"Mar 8, 02:00 pm",7.2,994.832,42.4033,1,1040.42,286,286,11.7854,285.018,0.994832,1,1,285.012,5.2
"Mar 8, 03:00 pm",7.8,767.151,56.0021,0,806.694,222,222,11.6502,220.853,0.767151,1,1,220.853,4.1
